Temp(C),Temp(K),Humidity,Pressure,Soil Moisture,Smoke Density,Air Density,Wind Speed,FFMC,DMC,DC,ISI,BUI,FWI,Risk
38.9,312.05,48.64,975.97,1.17,39.01,3.13,5.82,12.14,1.3,1.84,7.07,1.57,1.11,Low
26.56,299.71,80.66,938.62,12.3,52.61,3.13,3.55,6.01,17.52,18.34,2.13,17.93,3.82,Low
31.23,304.38,84.94,953.81,17.04,39.51,3.13,2.9,11.57,13.05,25.85,3.36,19.45,6.54,Low
51.65,324.8,33.92,1017.01,9.38,61.33,3.13,6,13.93,11.18,18.74,8.36,14.96,12.51,Low
49.28,322.43,74.66,1010.77,23.04,56.09,3.13,1.1,16.28,17.38,33.94,1.79,25.66,4.59,Low
17.04,290.19,66.98,907.06,37.13,60.53,3.13,1.51,8.1,23.52,67.44,1.22,45.48,5.55,Low
17.99,291.14,40.25,911.44,33.24,68.83,3.13,3.99,7.2,21.55,64.22,2.87,42.88,12.31,Low
42.55,315.7,86.18,987.79,38.34,60.29,3.13,1.34,8.81,21.93,47.8,1.18,34.86,4.11,Low
26.84,299.99,70.46,940.31,8.21,31.68,3.13,4.41,7.86,6.89,10.27,3.47,8.58,2.98,Low
36.17,309.32,67.06,967.47,7.49,57.26,3.13,2.99,11.84,10.42,14.95,3.54,12.68,4.49,Low
36.85,310,78.43,968.77,28.63,47.17,3.13,2.51,9.57,33.62,44.52,2.4,39.07,9.38,Low
28.42,301.57,71.02,945.33,23.38,30.12,3.13,3.94,7.55,14.21,46.66,2.97,30.43,9.04,Low
43.73,316.88,36.17,992.82,19.87,53,3.13,4.72,7.19,13.72,32.99,3.39,23.36,7.92,Low
25.1,298.25,73.02,932.49,6.41,41.29,3.13,5.54,7.33,3.67,11.03,4.06,7.35,2.98,Low
29.24,302.39,44.9,946.23,20.89,36.36,3.13,2.17,9.79,11.31,33.56,2.12,22.44,4.76,Low
45.81,318.96,41.26,997.84,26.53,63.17,3.13,6.34,4.58,34.73,32.73,2.9,33.73,9.78,Low
31.35,304.5,55.15,952.46,32.62,54.58,3.13,1.69,7.47,19.24,48.02,1.26,33.63,4.24,Low
39.5,312.65,77.28,979.16,1.27,37.07,3.13,5.11,6.89,0.83,1.99,3.52,1.41,0.5,Low
40.06,313.21,73.82,979.69,4.3,37.01,3.13,5.07,6.88,3.75,7.43,3.49,5.59,1.95,Low
39.87,313.02,63.27,979.29,12.72,41.76,3.13,4.91,5.47,9.46,19.74,2.69,14.6,3.93,Low
37.63,310.78,41.05,971.37,2.89,39.22,3.13,5.68,4.84,2.28,4.45,2.75,3.37,0.93,Low
38.51,311.66,49.46,976.82,9.66,45.94,3.13,4.23,7.75,14.18,18.88,3.28,16.53,5.42,Low
39.13,312.28,33.44,976.58,19.71,30.11,3.13,4.74,8.62,21.82,19.77,4.09,20.8,8.51,Low
30.48,303.63,43.88,949.35,27.85,34.88,3.13,4.38,6.35,38.2,53.3,2.78,45.75,12.72,Low
17.4,290.55,45.27,908.17,36.55,35.16,3.13,4.19,9.6,18.71,42.82,4.02,30.77,12.37,Low
24.44,297.59,31.85,931.59,1.63,57.26,3.13,4.51,3.81,1.22,2.52,1.72,1.87,0.32,Low
19.62,292.77,62.87,915.67,37.95,48.11,3.13,3.6,7.09,44.09,43.61,2.55,43.85,11.18,Low
34.69,307.84,37.83,962.65,10.69,69.96,3.13,5.63,3.99,11.23,11.93,2.25,11.58,2.61,Low
30.76,303.91,38.89,951.83,5.22,67.95,3.13,3.17,11.15,5.55,5.99,3.53,5.77,2.04,Low
48.99,322.14,51.9,1007.85,6.3,59.7,3.13,7.91,12.82,7.73,6.75,10.14,7.24,7.34,Low
21.19,294.34,33.64,922.16,6.2,50.2,3.13,4.87,10.67,7.97,11.65,5.2,9.81,5.1,Low
54.03,327.18,59.54,1023.32,23.06,38.28,3.13,2.31,14.26,16.08,44.96,3.29,30.52,10.04,Low
40.68,313.83,36.37,980.72,2.45,41.22,3.13,5.98,4.19,1.93,4.42,2.51,3.17,0.8,Low
48.21,321.36,80.41,1004.99,7.97,55.44,3.13,3.22,9.01,6.12,15.4,2.9,10.76,3.12,Low
43.74,316.89,38.53,992.15,8.09,68.02,3.13,6.31,4.56,7.6,11.79,2.88,9.7,2.79,Low
23.72,296.87,80.94,929.45,11.78,38.09,3.13,7.79,12.06,11.72,14.16,9.39,12.94,12.15,Low
50.62,323.77,63.15,1014.26,22.23,61.56,3.13,3.58,8.06,14.26,44.12,2.89,29.19,8.44,Low
43.83,316.98,62.86,992.53,11.44,38.33,3.13,6.33,9.36,8.91,14.1,5.92,11.5,6.81,Low
22.13,295.28,56.35,925.26,13.06,59.31,3.13,2.98,11.48,11.03,20.08,3.42,15.55,5.32,Low
43.47,316.62,40.81,990.78,28.52,47.27,3.13,3.42,9.26,27.9,43.32,3.17,35.61,11.29,Low
14.59,287.74,34.21,900.65,22.28,30.33,3.13,1.94,7.71,21.59,32.16,1.5,26.88,4.03,Low
22.63,295.78,60.67,925.7,12.46,59.88,3.13,7.41,12.94,9.33,13.82,9.59,11.57,11.1,Low
36.88,310.03,75.49,970.45,8.29,42.18,3.13,3.52,13.4,4.33,8.34,4.72,6.33,2.99,Low
40.74,313.89,37.86,981.38,13.18,40.67,3.13,4.19,12.05,18.84,19.65,5.05,19.24,9.72,Low
49.21,322.36,44.7,1008.67,29.17,53.68,3.13,0.53,9.64,35.98,48.39,0.51,42.19,2.15,Low
34.02,307.17,67.5,961.42,3.73,51.56,3.13,3.9,6.41,4.28,4.73,2.5,4.51,1.13,Low
46.77,319.92,87.54,1001.98,4.49,45.84,3.13,4.64,10.14,3.37,5.88,4.7,4.62,2.17,Low
48.96,322.11,47.75,1007.88,4.57,35.36,3.13,7.78,14.81,5.62,8.43,11.52,7.03,8.1,Low
25.39,298.54,81.74,934.9,13.63,55.78,3.13,1.84,12.96,11.08,14.44,2.38,12.76,3.04,Low
53.26,326.41,54.2,1020.91,2.64,57.15,3.13,6.84,7.65,3.45,3.58,5.23,3.52,1.84,Low
40.08,313.23,81.01,980.42,28.42,57.64,3.13,1.16,11.64,34.54,35.3,1.35,34.92,4.71,Low
27.78,300.93,60.89,942.94,1.25,46.65,3.13,2.57,11.49,0.9,1.58,2.95,1.24,0.37,Low
49.63,322.78,31.36,1011.77,13.33,34.7,3.13,4.16,10.81,8.72,14.49,4.5,11.61,5.22,Low
39.89,313.04,36.4,978.38,21.78,45.82,3.13,4.05,4.83,30.67,41.2,1.96,35.94,7.04,Low
35.88,309.03,69.2,967.06,14.77,44.74,3.13,3.15,8.51,21.13,17.31,2.68,19.22,5.15,Low
52.92,326.07,73.14,1020.25,23.33,31.81,3.13,3.16,8.87,18.28,41.99,2.8,30.14,8.44,Low
15.81,288.96,39.28,904.7,5.84,52.94,3.13,2.85,6.45,5.47,8.04,1.84,6.75,1.24,Low
28.13,301.28,37,943.12,25.1,68.39,3.13,7.02,5.04,18.03,37.62,3.54,27.82,9.85,Low
37.35,310.5,35.58,970.52,11.2,42.78,3.13,0.84,12.46,14.85,20.33,1.05,17.59,1.85,Low
30.51,303.66,37.48,950.19,1.88,45.72,3.13,5.15,4.89,2.49,2.08,2.52,2.29,0.58,Low
51.45,324.6,71.54,1017.43,39.18,60.07,3.13,1.87,11.29,40.88,48.32,2.11,44.6,9.41,Low
42.75,315.9,51.83,989.9,12.22,59.04,3.13,7.33,6.7,7.47,12.88,4.91,10.18,5,Low
23.77,296.92,55.01,929.66,24.6,64.37,3.13,2.89,4.23,24.75,41.34,1.22,33.05,4.03,Low
33.83,306.98,33.31,961.78,19,53.34,3.13,0.52,5.75,11.42,23.37,0.3,17.39,0.52,Low
19.53,292.68,44.03,915.49,12.12,59.18,3.13,7.67,4.63,17.06,18.3,3.55,17.68,6.28,Low
45.12,318.27,70.75,995.2,25.66,57.78,3.13,1.77,8.82,13.81,32.14,1.56,22.98,3.58,Low
24.29,297.44,80.26,932.17,39.82,32.15,3.13,3.65,14.66,40.77,41.78,5.35,41.28,22.08,Medium
52.38,325.53,60.52,1018.29,19.24,67.31,3.13,8.62,6.14,26.75,27.3,5.29,27.02,14.29,Medium
48.31,321.46,74.36,1004.9,23.59,66.69,3.13,7.41,13.7,19.16,36,10.15,27.58,27.99,Medium
30.4,303.55,45.86,949.1,39.62,50.51,3.13,3.76,11.43,51.62,71.54,4.3,61.58,26.48,Medium
49.36,322.51,61.42,1009.85,22.47,52.89,3.13,6.05,10.74,13.94,43.77,6.5,28.86,18.76,Medium
34.42,307.57,85.41,962.41,27.81,38.95,3.13,6.03,10.65,17.06,48.88,6.42,32.97,21.17,Medium
50.39,323.54,31.32,1013.32,28.54,66.09,3.13,5.74,8.29,40.6,46.98,4.76,43.79,20.84,Medium
48.68,321.83,44.97,1006.57,35.88,64.15,3.13,2.15,14.52,40.71,71.37,3.12,56.04,17.48,Medium
54.3,327.45,47.42,1024.23,31.72,47.36,3.13,3.58,9.54,39.51,42.67,3.42,41.09,14.05,Medium
53.33,326.48,60.42,1022.74,7.93,62.75,3.13,8.47,15.55,10.85,12.13,13.17,11.49,15.13,Medium
38.72,311.87,65.74,975.68,17.38,35.83,3.13,6.88,9.61,19.39,22.54,6.61,20.96,13.85,Medium
32.09,305.24,72.61,956.17,32.09,52.08,3.13,5.72,7.83,21.48,59.77,4.48,40.62,18.2,Medium
39.53,312.68,45.27,977.97,32.51,45.25,3.13,6.06,5.52,38.19,61.62,3.35,49.91,16.72,Medium
27.72,300.87,61.81,942.97,32.9,49.11,3.13,4.31,8.18,38.3,48.93,3.53,43.61,15.39,Medium
28.69,301.84,88.22,943.54,17.13,32.69,3.13,6.18,14.59,18.5,29.38,9.02,23.94,21.59,Medium
28.38,301.53,35.38,943.49,31.42,46.36,3.13,7.07,8.8,16.67,59.58,6.22,38.12,23.71,Medium
45.94,319.09,37.31,998.52,24.02,55.97,3.13,4.4,10.75,34.31,27.39,4.73,30.85,14.59,Medium
46.39,319.54,64.56,998.85,30.31,69.43,3.13,2.93,9.1,44.61,53.85,2.67,49.23,13.14,Medium
43.45,316.6,46.16,991.31,38.68,38.76,3.13,6.02,10.17,24.51,59.07,6.12,41.79,25.58,Medium
34.73,307.88,39.37,964.41,13.31,61.72,3.13,6.4,10.35,18.29,25.81,6.62,22.05,14.6,Medium
18.37,291.52,80.05,913.58,18.63,55.06,3.13,8.38,6.02,25.37,26.85,5.04,26.11,13.16,Medium
33.76,306.91,87.83,959.75,15.73,35.2,3.13,5.89,14.38,22.13,28.65,8.47,25.39,21.51,Medium
47.09,320.24,41.95,1002.46,20.39,33.92,3.13,8,11.49,15.35,26.25,9.19,20.8,19.12,Medium
15.67,288.82,70.7,905.01,34.44,47.02,3.13,8.49,5.97,47.32,55.16,5.07,51.24,25.98,Medium
51.44,324.59,46.32,1016.3,30.43,63.88,3.13,6.67,10.98,20.01,33.66,7.32,26.84,19.65,Medium
15.05,288.2,75.89,901.04,31.37,35.81,3.13,6.55,6.91,39.19,56.87,4.53,48.03,21.76,Medium
14.77,287.92,32.5,901.54,12.69,44.6,3.13,8.75,11.74,10.35,21.51,10.27,15.93,16.36,Medium
51.17,324.32,37.1,1015.75,26.28,57.8,3.13,6.08,8.76,23.78,50.86,5.33,37.32,19.89,Medium
39.75,312.9,46.85,978.79,18.14,31.99,3.13,6.62,12.01,15.66,33.49,7.95,24.58,19.54,Medium
51.93,325.08,63.08,1017.53,19.45,34,3.13,4.93,12.4,12.62,35.12,6.11,23.87,14.58,Medium
25.68,298.83,35.31,934.95,23.22,69.3,3.13,5.61,12.44,24.92,44.01,6.98,34.47,24.06,Medium
43.72,316.87,38.34,992.53,33.69,50.4,3.13,4.33,10.72,45.99,49.89,4.64,47.94,22.24,Medium
47.7,320.85,47.17,1004.81,25.54,31.26,3.13,3.61,11.9,37.63,41.95,4.3,39.79,17.11,Medium
24.65,297.8,68.37,933.15,21.9,34.4,3.13,4.25,11.33,30.68,41.56,4.82,36.12,17.41,Medium
42.92,316.07,56.42,988.25,30.51,47.96,3.13,3.97,12.71,41.33,47.24,5.05,44.28,22.36,Medium
35.33,308.48,40.26,965.24,38.22,52.96,3.13,5,10.77,22.59,39.99,5.38,31.29,16.83,Medium
20.13,293.28,33.44,919.38,29.39,66.96,3.13,5.3,10.34,14.97,49.98,5.48,32.48,17.8,Medium
34.11,307.26,80.77,961.49,39.48,65.45,3.13,4.94,10.7,31.89,54.98,5.29,43.44,22.98,Medium
50.19,323.34,38.93,1013.42,23.05,44.74,3.13,3.86,11.17,32.36,35.11,4.31,33.73,14.54,Medium
39.31,312.46,89.75,978.7,15.66,67.68,3.13,6.79,16.68,14.85,18.69,11.33,16.77,19,Medium
47.2,320.35,69.74,1003.77,34.54,63.69,3.13,2.6,12.9,19.2,68.44,3.35,43.82,14.68,Medium
40.46,313.61,62.92,981.92,12.51,50.63,3.13,7.17,13.11,9.51,24.3,9.4,16.91,15.9,Medium
33.93,307.08,75.48,961.84,15.39,57.17,3.13,6.33,14.4,13.9,23.52,9.12,18.71,17.06,Medium
18.01,291.16,85.59,910.01,19.82,41.69,3.13,5.71,12.17,15.75,26.19,6.95,20.97,14.57,Medium
37.75,310.9,43.88,971.76,39.5,56.55,3.13,3.69,12.82,30.32,64.64,4.73,47.48,22.46,Medium
50.16,323.31,55.99,1011.76,28.23,37.87,3.13,6,14.15,29.88,29.42,8.49,29.65,25.17,Medium
40.56,313.71,88.62,981.58,34.77,59.67,3.13,4.97,7.75,24.1,49.83,3.85,36.97,14.23,Medium
23.6,296.75,62.95,930.8,36.73,66.74,3.14,6.89,12.04,37.42,70.56,8.3,53.99,44.81,Extreme
36.35,309.5,47.19,971.47,39.04,34.6,3.14,5.5,13.66,58.55,73.21,7.51,65.88,49.48,Extreme
15.03,288.18,78.05,904.67,29.68,64.82,3.14,7,13.28,32.36,59.24,9.3,45.8,42.59,High
45.24,318.39,84.5,1000.5,24.87,46.7,3.14,6.24,16.45,36.53,46.47,10.26,41.5,42.58,High
27.73,300.88,83.88,945.87,36.16,43.41,3.14,7.09,7.38,50.92,61.92,5.23,56.42,29.51,High
50.93,324.08,59.79,1017.9,32.21,63.89,3.14,8.28,10.65,16.53,56.03,8.82,36.28,32,High
28.96,302.11,54.85,947.89,29.75,30.41,3.14,6.86,12.49,16.29,56.69,8.57,36.49,31.27,High
49.61,322.76,30.27,1013.99,39.55,67,3.14,6.8,13.89,36.53,46.47,9.45,41.5,39.22,High
40.32,313.47,76.52,984.96,36.12,31.16,3.14,6.46,10.81,33.3,64.27,6.98,48.78,34.05,High
38.25,311.4,59.73,977.51,7.26,42.91,3.14,5.8,14.74,6.91,10.89,8.55,8.9,7.61,Low
22.87,296.02,56.25,928.32,16.35,57.92,3.14,3.88,13.34,15.36,30.62,5.18,22.99,11.91,Low
52.72,325.87,61.78,1023.63,17.34,56.26,3.14,4.87,10.44,18.42,27.6,5.08,23.01,11.69,Low
51.46,324.61,77.82,1020.13,36.28,38.23,3.14,1.48,13.85,41.4,70.34,2.05,55.87,11.45,Low
36.62,309.77,60.68,971.57,25.03,67.07,3.14,2.4,6.01,31.07,43.92,1.44,37.5,5.4,Low
40.91,314.06,55.7,986.16,14.36,48.57,3.14,6.52,6.54,7.97,24.46,4.26,16.21,6.91,Low
20.37,293.52,34.52,921.33,3.65,34.77,3.14,2.47,8.32,4.41,5.69,2.06,5.05,1.04,Low
24.19,297.34,40.67,932.52,2.33,62.2,3.14,3.13,8.93,1.85,3.18,2.8,2.52,0.71,Low
18.56,291.71,41.94,916,6.69,58.54,3.14,2.27,8.71,9.41,8.47,1.98,8.94,1.77,Low
34.01,307.16,61.75,964.62,3.04,36.79,3.14,0.5,9.22,1.94,5.99,0.46,3.96,0.18,Low
16.69,289.84,50.39,910.88,4.44,31.86,3.14,2.17,8.39,6.5,8.37,1.82,7.43,1.35,Low
35.43,308.58,35.82,969.19,22.77,50.24,3.14,2.83,11.45,32.62,31.71,3.24,32.16,10.42,Low
33.55,306.7,30.03,962.63,5.68,31.02,3.14,5.39,8.53,8.09,9.48,4.6,8.79,4.04,Low
25.4,298.55,49.96,937.18,25.96,60.84,3.14,2.84,10.05,17.98,50.05,2.85,34.02,9.7,Low
13.92,287.07,76.45,900.29,17.87,60.12,3.14,3.25,8.3,13.01,25.34,2.7,19.18,5.18,Low
43.87,317.02,85.72,996.79,14.84,34.87,3.14,2.3,7.94,17.6,24.72,1.83,21.16,3.87,Low
22.78,295.93,73.48,930.18,17.85,41.85,3.14,6.08,9.62,18.6,23.8,5.85,21.2,12.4,Low
17.35,290.5,46.81,912.76,13.09,44.34,3.14,5.49,10.4,16.6,19.6,5.71,18.1,10.34,Low
35.66,308.81,55.09,968.48,2.34,52.24,3.14,5.64,6.59,2.95,2.35,3.72,2.65,0.99,Low
44.26,317.41,84.76,995.28,7.35,36.33,3.14,4.03,7.25,9.59,8.44,2.92,9.02,2.63,Low
33.8,306.95,33.61,962.48,23.97,30.15,3.14,3.6,11.54,21.57,34.46,4.15,28.02,11.63,Low
40.48,313.63,61.53,985.67,16.01,67.66,3.14,3.96,6.95,19.36,26.08,2.75,22.72,6.25,Low
13.67,286.82,66.49,900.33,7.82,43.87,3.14,6.5,11.38,5.65,12.02,7.4,8.84,6.54,Low
47.96,321.11,50.82,1009.24,17.55,51.93,3.14,7.9,6.98,9.62,33.29,5.51,21.45,11.82,Low
35.03,308.18,46.18,968.48,9.4,69.03,3.14,5.84,13.72,8.89,10.82,8.01,9.86,7.9,Low
40.97,314.12,80.36,986.78,20.08,43.11,3.14,6.75,7.66,19.68,26.97,5.17,23.32,12.06,Low
21.08,294.23,38.88,922.87,27.19,30.43,3.14,2.9,9.89,38.07,49.33,2.87,43.7,12.54,Low
40.65,313.8,72.19,984.37,9.59,58.1,3.14,6.12,13.81,7.74,10.6,8.45,9.17,7.75,Low
35.21,308.36,41.88,969.43,11.24,35.3,3.14,5.74,12.47,11.64,19.69,7.16,15.67,11.22,Low
45.1,318.25,66.12,998.2,2.79,47.14,3.14,3.73,8.25,3.85,5.5,3.08,4.67,1.44,Low
15.65,288.8,73.26,906.95,17.88,40.12,3.14,1.85,10.86,19.75,28.8,2.01,24.27,4.88,Low
26.84,299.99,65.55,943.37,6.09,47.14,3.14,4.29,14.39,3.08,9.36,6.17,6.22,3.84,Low
34.59,307.74,59.55,966.44,10.57,48.05,3.14,5.15,9.72,11.33,17.17,5.01,14.25,7.14,Low
35.02,308.17,64.9,967.24,31.83,68.87,3.14,5.03,6.14,24.01,50.56,3.09,37.29,11.52,Low
37.46,310.61,60.62,976.24,11.14,54.59,3.14,1.29,14.17,14.37,17.44,1.83,15.91,2.91,Low
24.1,297.25,83.76,933.28,17.44,51.8,3.14,0.58,8.87,9.61,33.47,0.51,21.54,1.1,Low
42.8,315.95,80.77,992.62,28.44,63.24,3.14,4.54,6.41,36.28,37.38,2.91,36.83,10.72,Low
41.12,314.27,41.88,986.71,38.46,41.91,3.14,4.24,5.08,32.38,71.34,2.15,51.86,11.15,Low
49.95,323.1,84.83,1013,17.47,41.04,3.14,2.13,16.29,15.15,19.43,3.47,17.29,6,Low
22.13,295.28,66.01,928.33,18.84,44.31,3.14,6.59,6.28,9.87,26.95,4.14,18.41,7.62,Low
38.88,312.03,64.39,979.81,7.85,50.12,3.14,6.01,10.06,9.67,15.55,6.05,12.61,7.63,Low
13.98,287.13,48.79,900.19,5.25,34.97,3.14,3.51,8.52,7.08,9.22,2.99,8.15,2.44,Low
49.43,322.58,51.34,1013.08,37.82,64.67,3.14,0.72,9.4,34.88,44.96,0.68,39.92,2.71,Low
50.12,323.27,83.96,1016.2,18.26,46.46,3.14,1.13,14.62,13.1,33,1.65,23.05,3.8,Low
45.87,319.02,62.93,1000.27,18.11,33.73,3.14,4.58,5.82,26.35,18.67,2.67,22.51,6.01,Low
25.66,298.81,45.11,939.29,11.39,38.01,3.14,1.29,13.15,7.51,14.43,1.7,10.97,1.86,Low
39.36,312.51,46.19,979.87,34.51,42.81,3.14,0.59,13.27,27.07,38.35,0.78,32.71,2.55,Low
34.87,308.02,64.06,967.6,27.49,42.29,3.14,4.14,8.81,19.69,34.92,3.65,27.3,9.96,Low
22.01,295.16,75.94,927.29,6.36,36.39,3.14,6.35,13.91,9.13,12.67,8.83,10.9,9.62,Low
38.34,311.49,42.67,978.56,29.56,32.49,3.14,6.57,6.28,28.81,31.28,4.13,30.05,12.41,Low
31.57,304.72,49.39,956.4,34.14,65.36,3.14,1.32,8.73,27.7,54.88,1.15,41.29,4.75,Low
47.09,320.24,63.67,1004.8,23.42,37.27,3.14,0.47,7.14,31.55,36.24,0.34,33.9,1.15,Low
48.92,322.07,36.66,1011.12,6.93,52.78,3.14,4,6.6,3.96,7.03,2.64,5.5,1.45,Low
41.15,314.3,67.5,987.49,1.57,42.29,3.14,5.08,13.01,1.21,2.29,6.61,1.75,1.16,Low
15.11,288.26,30.6,905.95,8.47,46.75,3.14,6.53,11.98,8.41,8.59,7.82,8.5,6.65,Low
40.38,313.53,88.2,983.86,4.6,65.61,3.14,6.71,8.33,5.21,8.77,5.59,6.99,3.91,Low
52.77,325.92,67.17,1022.71,10.86,48.96,3.14,7.28,7.78,7.72,20.65,5.66,14.18,8.03,Low
20.16,293.31,76.94,921.32,4.93,64.44,3.14,5.21,7.23,3.8,8.16,3.77,5.98,2.25,Low
31.67,304.82,71.28,957.71,5.72,51.63,3.14,1.43,11.78,5.04,6.08,1.68,5.56,0.93,Low
19.01,292.16,52,916.36,4.63,42.36,3.14,7.29,12.61,4.29,4.82,9.19,4.55,4.18,Low
38.57,311.72,60.34,977.89,23.74,60.21,3.14,1.71,7.91,24.21,24.69,1.35,24.45,3.3,Low
42.95,316.1,73.14,993.62,9.05,37.6,3.14,2.67,14.6,9.59,15.72,3.9,12.66,4.94,Low
30.3,303.45,52.37,953.63,21.01,30.84,3.14,3.68,8.91,18.52,33.16,3.28,25.84,8.48,Low
37.35,310.5,85.79,976.36,29.08,45.23,3.14,1.45,16.3,24.53,42.59,2.36,33.56,7.92,Low
50.67,323.82,70.05,1017.16,3.66,62.73,3.14,0.49,14.92,3.37,4.38,0.73,3.88,0.28,Low
27.08,300.23,60.09,942.44,25.19,60.35,3.14,5.11,6.52,28.69,44.07,3.33,36.38,12.11,Low
33.62,306.77,71.5,963.27,9.98,53.79,3.14,2.9,8.8,10.57,10.59,2.55,10.58,2.7,Low
43.08,316.23,88.78,992.1,9.56,57.74,3.14,1.48,8.76,9.06,15.5,1.3,12.28,1.6,Low
29.4,302.55,39.83,950.93,16.16,42.88,3.14,4.06,6.4,10.39,24.89,2.6,17.64,4.59,Low
29.91,303.06,48.8,952.8,8.33,53.04,3.14,4.79,4.53,7.59,13.32,2.17,10.46,2.27,Low
22.34,295.49,59.66,928.13,8.61,64.96,3.14,2.66,9.5,6.29,10.1,2.53,8.2,2.07,Low
40.22,313.37,62.71,983.67,15.44,67.67,3.14,1.22,6.42,12.73,28.73,0.78,20.73,1.62,Low
46.61,319.76,74.92,1003.62,1.14,63.79,3.14,6.53,8.97,1.17,1.39,5.86,1.28,0.75,Low
49.08,322.23,79.26,1010.91,4.75,54.8,3.14,2.64,8.63,5.53,7.63,2.28,6.58,1.5,Low
25.13,298.28,83.22,935.36,10.72,31.34,3.14,6.76,11.02,13.52,11.41,7.45,12.46,9.28,Low
33.3,306.45,72.76,963.56,28.82,45.75,3.14,3.44,8.91,25.16,42.96,3.07,34.06,10.46,Low
45.38,318.53,60.67,999.09,20.79,43.9,3.14,2.77,8.33,29.49,35.03,2.31,32.26,7.45,Low
31.93,305.08,87.31,957.75,20.99,53.62,3.14,5.68,9.64,20.73,22.71,5.48,21.72,11.9,Low
34.48,307.63,68.58,966.6,13.33,36.24,3.14,4.88,6.55,12.15,20.99,3.2,16.57,5.3,Low
43.9,317.05,43.86,997.11,16.04,40.37,3.14,6.67,4.56,15.96,28.74,3.04,22.35,6.79,Low
18.19,291.34,71.89,914.01,6.17,49.67,3.14,8.38,6.97,3.2,11.72,5.84,7.46,4.36,Low
41.68,314.83,83.99,987.7,17.02,64.91,3.14,4.66,6.89,15.52,33.7,3.21,24.61,7.9,Low
41.05,314.2,56.6,987.12,33.28,54.85,3.14,3.51,11.32,19.72,34.09,3.97,26.91,10.68,Low
44.93,318.08,69.7,997.45,9.89,34.16,3.14,4.1,12.36,6.58,11.78,5.07,9.18,4.65,Low
14.6,287.75,88.96,903.92,2.72,51.48,3.14,4.1,11.39,4.08,3.45,4.67,3.77,1.76,Low
38.99,312.14,62.31,979.13,29.89,43.69,3.14,0.86,11.59,20.03,41.39,1,30.71,3.07,Low
47.12,320.27,50.56,1005.72,1.32,40.54,3.14,7.07,9.38,1.24,2.41,6.63,1.83,1.21,Low
14.6,287.75,89.4,902.1,15.16,59.35,3.14,1.12,8.19,14.08,29.02,0.92,21.55,1.98,Low
34.73,307.88,59.16,967.36,18.76,46.14,3.14,3.24,8.07,13.79,33.25,2.61,23.52,6.14,Low
29.94,303.09,47.33,952.24,38.89,62.57,3.14,4.95,4.07,56.54,75.65,2.01,66.09,13.28,Medium
48.98,322.13,55.84,1011.54,22.77,33.36,3.14,7.35,7.84,32.46,38.16,5.76,35.31,20.34,Medium
20.99,294.14,58.09,922.22,19.07,52.37,3.14,4.64,13.59,26.3,22.17,6.31,24.23,15.29,Medium
21.97,295.12,58.5,927.18,20.99,48.33,3.14,7.73,13.9,14.53,27.98,10.74,21.25,22.82,Medium
35.38,308.53,44.92,967.95,21.27,41.2,3.14,5.44,11.37,20.67,36.09,6.19,28.38,17.57,Medium
47.11,320.26,60.8,1005.66,29.89,64.43,3.14,2.84,15.31,44.62,30.57,4.35,37.59,16.35,Medium
23.86,297.01,77.66,931.46,21.88,40.59,3.14,4.88,14.87,17.05,43.57,7.26,30.31,22.01,Medium
34.81,307.96,81.35,967.74,26.9,46.88,3.14,5.32,13.66,28.73,35.54,7.27,32.13,23.36,Medium
50.84,323.99,59.56,1016.12,17.44,52.94,3.14,7.63,12.02,21.02,19.26,9.17,20.14,18.47,Medium
27.01,300.16,84.67,943.54,27.85,40.87,3.14,4.77,13.53,17.67,48.56,6.45,33.12,21.36,Medium
39.36,312.51,66.79,980.39,25.04,42.88,3.14,4,13.87,25.13,44.95,5.55,35.04,19.45,Medium
36.74,309.89,81.93,974.3,37.67,42.14,3.14,5.93,9.29,53.51,43.25,5.51,48.38,26.66,Medium
27.7,300.85,58.92,944.61,20.49,63.14,3.14,5.96,11.65,23.6,32.93,6.94,28.27,19.62,Medium
45.56,318.71,62.65,1000.96,18.82,35.38,3.14,7.03,12.89,18.76,30.29,9.06,24.52,22.22,Medium
31.19,304.34,39.56,954.17,17.48,47.14,3.14,5.62,12.94,17.11,26.63,7.27,21.87,15.9,Medium
45.95,319.1,75.44,1001.42,17.61,62.94,3.14,4.26,13.17,15.77,33.31,5.61,24.54,13.77,Medium
31.83,304.98,50.24,956.88,32.56,33.09,3.14,4.59,8.89,30.57,43.42,4.08,37,15.1,Medium
39.17,312.32,52.57,980.64,32.47,69.8,3.14,3.98,14.4,16.66,61.24,5.73,38.95,22.32,Medium
52.32,325.47,68.78,1022.8,18.67,47.43,3.14,8.78,12,9.89,29.85,10.54,19.87,20.94,Medium
17.23,290.38,66.64,910.51,28.49,40.75,3.14,4.65,13.46,34.73,30.11,6.26,32.42,20.29,Medium
33.6,306.75,70.92,962.52,36.48,30.67,3.14,4.86,10.53,18.92,58.12,5.12,38.52,19.72,Medium
19.81,292.96,86.27,919.72,19.41,50.45,3.14,6.29,9.6,18.63,29.4,6.04,24.02,14.51,Medium
46.22,319.37,76.87,1003.67,39.97,55.92,3.14,3.51,10.84,54.67,78.87,3.8,66.77,25.37,Medium
